disease_id,symptom_id,source,url,tier,probability
DIS_0011,SX_4257c3fc5b,mayoclinic,https://www.mayoclinic.org/diseases-conditions/acute-coronary-syndrome/symptoms-causes/syc-20352136/,1,0.7
DIS_0011,SX_5b792cc443,mayoclinic,https://www.mayoclinic.org/diseases-conditions/acute-coronary-syndrome/symptoms-causes/syc-20352136/,1,0.7
DIS_0014,SX_1a56d69d15,mayoclinic,https://www.mayoclinic.org/diseases-conditions/acute-liver-failure/symptoms-causes/syc-20352863/,1,0.7
DIS_0014,SX_7519dd8bd4,mayoclinic,https://www.mayoclinic.org/diseases-conditions/acute-liver-failure/symptoms-causes/syc-20352863/,1,0.05
DIS_0014,SX_a317c5b425,mayoclinic,https://www.mayoclinic.org/diseases-conditions/acute-liver-failure/symptoms-causes/syc-20352863/,1,0.05
DIS_0014,SX_87a429872c,mayoclinic,https://www.mayoclinic.org/diseases-conditions/acute-liver-failure/symptoms-causes/syc-20352863/,1,0.15
DIS_0014,SX_bfa5844d82,mayoclinic,https://www.mayoclinic.org/diseases-conditions/acute-liver-failure/symptoms-causes/syc-20352863/,1,0.15
DIS_0014,SX_072ff6bd71,mayoclinic,https://www.mayoclinic.org/diseases-conditions/acute-liver-failure/symptoms-causes/syc-20352863/,1,0.15
DIS_0014,SX_4de292905d,mayoclinic,https://www.mayoclinic.org/diseases-conditions/acute-liver-failure/symptoms-causes/syc-20352863/,1,0.4
DIS_0014,SX_7ed7266d85,mayoclinic,https://www.mayoclinic.org/diseases-conditions/acute-liver-failure/symptoms-causes/syc-20352863/,1,0.4
DIS_0014,SX_c52e29d93f,mayoclinic,https://www.mayoclinic.org/diseases-conditions/acute-liver-failure/symptoms-causes/syc-20352863/,1,0.4
DIS_0014,SX_c9e2c81526,mayoclinic,https://www.mayoclinic.org/diseases-conditions/acute-liver-failure/symptoms-causes/syc-20352863/,1,0.7
DIS_0015,SX_03e2e2ee2c,mayoclinic,https://www.mayoclinic.org/diseases-conditions/acute-lymphocytic-leukemia/symptoms-causes/syc-20369077/,1,0.05
DIS_0015,SX_87a429872c,mayoclinic,https://www.mayoclinic.org/diseases-conditions/acute-lymphocytic-leukemia/symptoms-causes/syc-20369077/,1,0.15
DIS_0015,SX_6c1562051d,mayoclinic,https://www.mayoclinic.org/diseases-conditions/acute-lymphocytic-leukemia/symptoms-causes/syc-20369077/,1,0.15
DIS_0015,SX_cc16b3b85b,mayoclinic,https://www.mayoclinic.org/diseases-conditions/acute-lymphocytic-leukemia/symptoms-causes/syc-20369077/,1,0.15
DIS_0015,SX_3abc30498c,mayoclinic,https://www.mayoclinic.org/diseases-conditions/acute-lymphocytic-leukemia/symptoms-causes/syc-20369077/,1,0.4
DIS_0015,SX_02802ea3af,mayoclinic,https://www.mayoclinic.org/diseases-conditions/acute-lymphocytic-leukemia/symptoms-causes/syc-20369077/,1,0.4
DIS_0015,SX_5b792cc443,mayoclinic,https://www.mayoclinic.org/diseases-conditions/acute-lymphocytic-leukemia/symptoms-causes/syc-20369077/,1,0.7
DIS_0015,SX_0171fbf1a4,mayoclinic,https://www.mayoclinic.org/diseases-conditions/acute-lymphocytic-leukemia/symptoms-causes/syc-20369077/,1,0.7
DIS_0016,SX_6c1562051d,mayoclinic,https://www.mayoclinic.org/diseases-conditions/acute-myelogenous-leukemia/symptoms-causes/syc-20369109/,1,0.05
DIS_0016,SX_87a429872c,mayoclinic,https://www.mayoclinic.org/diseases-conditions/acute-myelogenous-leukemia/symptoms-causes/syc-20369109/,1,0.15
DIS_0016,SX_287f44f35e,mayoclinic,https://www.mayoclinic.org/diseases-conditions/acute-myelogenous-leukemia/symptoms-causes/syc-20369109/,1,0.15
DIS_0016,SX_cc16b3b85b,mayoclinic,https://www.mayoclinic.org/diseases-conditions/acute-myelogenous-leukemia/symptoms-causes/syc-20369109/,1,0.4
DIS_0016,SX_c5f36ffeb9,mayoclinic,https://www.mayoclinic.org/diseases-conditions/acute-myelogenous-leukemia/symptoms-causes/syc-20369109/,1,0.7
DIS_0016,SX_02802ea3af,mayoclinic,https://www.mayoclinic.org/diseases-conditions/acute-myelogenous-leukemia/symptoms-causes/syc-20369109/,1,0.7
DIS_0017,SX_eaba20c1a4,mayoclinic,https://www.mayoclinic.org/diseases-conditions/acute-sinusitis/symptoms-causes/syc-20351671/,1,0.4
DIS_0017,SX_a292b41f54,mayoclinic,https://www.mayoclinic.org/diseases-conditions/acute-sinusitis/symptoms-causes/syc-20351671/,1,0.4
DIS_0017,SX_f6febe76c8,mayoclinic,https://www.mayoclinic.org/diseases-conditions/acute-sinusitis/symptoms-causes/syc-20351671/,1,0.7
DIS_0017,SX_87a429872c,mayoclinic,https://www.mayoclinic.org/diseases-conditions/acute-sinusitis/symptoms-causes/syc-20351671/,1,0.7
DIS_0017,SX_380f43098d,mayoclinic,https://www.mayoclinic.org/diseases-conditions/acute-sinusitis/symptoms-causes/syc-20351671/,1,0.05
DIS_0017,SX_1213c62fce,mayoclinic,https://www.mayoclinic.org/diseases-conditions/acute-sinusitis/symptoms-causes/syc-20351671/,1,0.15
DIS_0017,SX_db615e5a7c,mayoclinic,https://www.mayoclinic.org/diseases-conditions/acute-sinusitis/symptoms-causes/syc-20351671/,1,0.15
DIS_0017,SX_6f845fd164,mayoclinic,https://www.mayoclinic.org/diseases-conditions/acute-sinusitis/symptoms-causes/syc-20351671/,1,0.15
DIS_0017,SX_6c1562051d,mayoclinic,https://www.mayoclinic.org/diseases-conditions/acute-sinusitis/symptoms-causes/syc-20351671/,1,0.4
DIS_0018,SX_5b792cc443,mayoclinic,https://www.mayoclinic.org/diseases-conditions/addisons-disease/symptoms-causes/syc-20350293/,1,0.15
DIS_0018,SX_6f845fd164,mayoclinic,https://www.mayoclinic.org/diseases-conditions/addisons-disease/symptoms-causes/syc-20350293/,1,0.15
DIS_0018,SX_4257c3fc5b,mayoclinic,https://www.mayoclinic.org/diseases-conditions/addisons-disease/symptoms-causes/syc-20350293/,1,0.15
DIS_0018,SX_84b574b430,mayoclinic,https://www.mayoclinic.org/diseases-conditions/addisons-disease/symptoms-causes/syc-20350293/,1,0.15
DIS_0018,SX_910f261683,mayoclinic,https://www.mayoclinic.org/diseases-conditions/addisons-disease/symptoms-causes/syc-20350293/,1,0.4
DIS_0018,SX_ee34a9b2ec,mayoclinic,https://www.mayoclinic.org/diseases-conditions/addisons-disease/symptoms-causes/syc-20350293/,1,0.4
DIS_0018,SX_160072f6d8,mayoclinic,https://www.mayoclinic.org/diseases-conditions/addisons-disease/symptoms-causes/syc-20350293/,1,0.4
DIS_0018,SX_3ae8308c20,mayoclinic,https://www.mayoclinic.org/diseases-conditions/addisons-disease/symptoms-causes/syc-20350293/,1,0.4
DIS_0018,SX_29117dc0a0,mayoclinic,https://www.mayoclinic.org/diseases-conditions/addisons-disease/symptoms-causes/syc-20350293/,1,0.4
DIS_0018,SX_7ed7266d85,mayoclinic,https://www.mayoclinic.org/diseases-conditions/addisons-disease/symptoms-causes/syc-20350293/,1,0.7
DIS_0018,SX_87a429872c,mayoclinic,https://www.mayoclinic.org/diseases-conditions/addisons-disease/symptoms-causes/syc-20350293/,1,0.7
DIS_0018,SX_0f53c5a9b7,mayoclinic,https://www.mayoclinic.org/diseases-conditions/addisons-disease/symptoms-causes/syc-20350293/,1,0.7
DIS_0018,SX_0171fbf1a4,mayoclinic,https://www.mayoclinic.org/diseases-conditions/addisons-disease/symptoms-causes/syc-20350293/,1,0.7
DIS_0018,SX_3b339bd3e9,mayoclinic,https://www.mayoclinic.org/diseases-conditions/addisons-disease/symptoms-causes/syc-20350293/,1,0.05
DIS_0018,SX_28c5f9ffd1,mayoclinic,https://www.mayoclinic.org/diseases-conditions/addisons-disease/symptoms-causes/syc-20350293/,1,0.05
DIS_0018,SX_9ff75990bb,mayoclinic,https://www.mayoclinic.org/diseases-conditions/addisons-disease/symptoms-causes/syc-20350293/,1,0.05
DIS_0018,SX_1639611972,mayoclinic,https://www.mayoclinic.org/diseases-conditions/addisons-disease/symptoms-causes/syc-20350293/,1,0.15
DIS_0762,SX_d6d4d07e92,mayoclinic,https://www.mayoclinic.org/diseases-conditions/adhd/symptoms-causes/syc-20350889/,1,0.4
DIS_0753,SX_9ff75990bb,mayoclinic,https://www.mayoclinic.org/diseases-conditions/adjustment-disorders/symptoms-causes/syc-20355224/,1,0.15
DIS_0753,SX_b00adb9d74,mayoclinic,https://www.mayoclinic.org/diseases-conditions/adjustment-disorders/symptoms-causes/syc-20355224/,1,0.15
DIS_0019,SX_87a429872c,mayoclinic,https://www.mayoclinic.org/diseases-conditions/adnexal-tumors/symptoms-causes/syc-20355053/,1,0.05
DIS_0019,SX_db652e564d,mayoclinic,https://www.mayoclinic.org/diseases-conditions/adnexal-tumors/symptoms-causes/syc-20355053/,1,0.15
DIS_0019,SX_072ff6bd71,mayoclinic,https://www.mayoclinic.org/diseases-conditions/adnexal-tumors/symptoms-causes/syc-20355053/,1,0.15
DIS_0019,SX_4de292905d,mayoclinic,https://www.mayoclinic.org/diseases-conditions/adnexal-tumors/symptoms-causes/syc-20355053/,1,0.15
DIS_0019,SX_7ed7266d85,mayoclinic,https://www.mayoclinic.org/diseases-conditions/adnexal-tumors/symptoms-causes/syc-20355053/,1,0.4
DIS_0019,SX_a9df378813,mayoclinic,https://www.mayoclinic.org/diseases-conditions/adnexal-tumors/symptoms-causes/syc-20355053/,1,0.4
DIS_0019,SX_9409592362,mayoclinic,https://www.mayoclinic.org/diseases-conditions/adnexal-tumors/symptoms-causes/syc-20355053/,1,0.7
DIS_0019,SX_6c1562051d,mayoclinic,https://www.mayoclinic.org/diseases-conditions/adnexal-tumors/symptoms-causes/syc-20355053/,1,0.7
DIS_0020,SX_17436dd00c,mayoclinic,https://www.mayoclinic.org/diseases-conditions/adrenal-cancer/symptoms-causes/syc-20351026/,1,0.05
DIS_0020,SX_87a429872c,mayoclinic,https://www.mayoclinic.org/diseases-conditions/adrenal-cancer/symptoms-causes/syc-20351026/,1,0.15
DIS_0020,SX_2d01f60f87,mayoclinic,https://www.mayoclinic.org/diseases-conditions/adrenal-cancer/symptoms-causes/syc-20351026/,1,0.4
DIS_0020,SX_0171fbf1a4,mayoclinic,https://www.mayoclinic.org/diseases-conditions/adrenal-cancer/symptoms-causes/syc-20351026/,1,0.4
DIS_0020,SX_5911296e73,mayoclinic,https://www.mayoclinic.org/diseases-conditions/adrenal-cancer/symptoms-causes/syc-20351026/,1,0.7
DIS_0020,SX_5aba8c3cbf,mayoclinic,https://www.mayoclinic.org/diseases-conditions/adrenal-cancer/symptoms-causes/syc-20351026/,1,0.7
DIS_0020,SX_3b339bd3e9,mayoclinic,https://www.mayoclinic.org/diseases-conditions/adrenal-cancer/symptoms-causes/syc-20351026/,1,0.15
DIS_0022,SX_9d0702e9cf,mayoclinic,https://www.mayoclinic.org/diseases-conditions/adult-adhd/symptoms-causes/syc-20350878/,1,0.4
DIS_0216,SX_453a3e0ef7,mayoclinic,https://www.mayoclinic.org/diseases-conditions/adult-congenital-heart-disease/symptoms-causes/syc-20355456/,1,0.4
DIS_0216,SX_02802ea3af,mayoclinic,https://www.mayoclinic.org/diseases-conditions/adult-congenital-heart-disease/symptoms-causes/syc-20355456/,1,0.4
DIS_0216,SX_287f44f35e,mayoclinic,https://www.mayoclinic.org/diseases-conditions/adult-congenital-heart-disease/symptoms-causes/syc-20355456/,1,0.4
DIS_0216,SX_2a444b3108,mayoclinic,https://www.mayoclinic.org/diseases-conditions/adult-congenital-heart-disease/symptoms-causes/syc-20355456/,1,0.4
DIS_0021,SX_6c1562051d,mayoclinic,https://www.mayoclinic.org/diseases-conditions/adult-stills-disease/symptoms-causes/syc-20351907/,1,0.05
DIS_0021,SX_f8843a8d28,mayoclinic,https://www.mayoclinic.org/diseases-conditions/adult-stills-disease/symptoms-causes/syc-20351907/,1,0.15
DIS_0021,SX_ab4675bf3b,mayoclinic,https://www.mayoclinic.org/diseases-conditions/adult-stills-disease/symptoms-causes/syc-20351907/,1,0.15
DIS_0021,SX_87a429872c,mayoclinic,https://www.mayoclinic.org/diseases-conditions/adult-stills-disease/symptoms-causes/syc-20351907/,1,0.4
DIS_0021,SX_4ee8778451,mayoclinic,https://www.mayoclinic.org/diseases-conditions/adult-stills-disease/symptoms-causes/syc-20351907/,1,0.7
DIS_0023,SX_ab614119c9,mayoclinic,https://www.mayoclinic.org/diseases-conditions/agoraphobia/symptoms-causes/syc-20355987/,1,0.4
DIS_0023,SX_d3af37c043,mayoclinic,https://www.mayoclinic.org/diseases-conditions/agoraphobia/symptoms-causes/syc-20355987/,1,0.15
DIS_0023,SX_29117dc0a0,mayoclinic,https://www.mayoclinic.org/diseases-conditions/agoraphobia/symptoms-causes/syc-20355987/,1,0.4
DIS_0023,SX_4257c3fc5b,mayoclinic,https://www.mayoclinic.org/diseases-conditions/agoraphobia/symptoms-causes/syc-20355987/,1,0.4
DIS_0025,SX_023d39cbdd,mayoclinic,https://www.mayoclinic.org/diseases-conditions/albinism/symptoms-causes/syc-20369184/,1,0.4
DIS_0027,SX_c52e29d93f,mayoclinic,https://www.mayoclinic.org/diseases-conditions/alcohol-poisoning/symptoms-causes/syc-20354386/,1,0.15
DIS_0027,SX_7ed7266d85,mayoclinic,https://www.mayoclinic.org/diseases-conditions/alcohol-poisoning/symptoms-causes/syc-20354386/,1,0.15
DIS_0027,SX_fbe3846888,mayoclinic,https://www.mayoclinic.org/diseases-conditions/alcohol-poisoning/symptoms-causes/syc-20354386/,1,0.15
DIS_0027,SX_31054e4092,mayoclinic,https://www.mayoclinic.org/diseases-conditions/alcohol-poisoning/symptoms-causes/syc-20354386/,1,0.15
DIS_0028,SX_072ff6bd71,mayoclinic,https://www.mayoclinic.org/diseases-conditions/alcohol-use-disorder/symptoms-causes/syc-20369243/,1,0.05
DIS_0028,SX_3ae8308c20,mayoclinic,https://www.mayoclinic.org/diseases-conditions/alcohol-use-disorder/symptoms-causes/syc-20369243/,1,0.15
DIS_0028,SX_b6468988dd,mayoclinic,https://www.mayoclinic.org/diseases-conditions/alcohol-use-disorder/symptoms-causes/syc-20369243/,1,0.15
DIS_0028,SX_9f895d7a40,mayoclinic,https://www.mayoclinic.org/diseases-conditions/alcohol-use-disorder/symptoms-causes/syc-20369243/,1,0.15
DIS_0028,SX_63339ac00a,mayoclinic,https://www.mayoclinic.org/diseases-conditions/alcohol-use-disorder/symptoms-causes/syc-20369243/,1,0.15
DIS_0028,SX_b51e249565,mayoclinic,https://www.mayoclinic.org/diseases-conditions/alcohol-use-disorder/symptoms-causes/syc-20369243/,1,0.4
DIS_0028,SX_d3af37c043,mayoclinic,https://www.mayoclinic.org/diseases-conditions/alcohol-use-disorder/symptoms-causes/syc-20369243/,1,0.4
DIS_0028,SX_ce9429ba18,mayoclinic,https://www.mayoclinic.org/diseases-conditions/alcohol-use-disorder/symptoms-causes/syc-20369243/,1,0.4
DIS_0028,SX_4de292905d,mayoclinic,https://www.mayoclinic.org/diseases-conditions/alcohol-use-disorder/symptoms-causes/syc-20369243/,1,0.7
DIS_0028,SX_7ed7266d85,mayoclinic,https://www.mayoclinic.org/diseases-conditions/alcohol-use-disorder/symptoms-causes/syc-20369243/,1,0.7
DIS_0029,SX_fec35336f5,mayoclinic,https://www.mayoclinic.org/diseases-conditions/alcoholic-hepatitis/symptoms-causes/syc-20351388/,1,0.05
DIS_0029,SX_7519dd8bd4,mayoclinic,https://www.mayoclinic.org/diseases-conditions/alcoholic-hepatitis/symptoms-causes/syc-20351388/,1,0.7
DIS_0029,SX_a317c5b425,mayoclinic,https://www.mayoclinic.org/diseases-conditions/alcoholic-hepatitis/symptoms-causes/syc-20351388/,1,0.7
DIS_0029,SX_072ff6bd71,mayoclinic,https://www.mayoclinic.org/diseases-conditions/alcoholic-hepatitis/symptoms-causes/syc-20351388/,1,0.05
DIS_0029,SX_4de292905d,mayoclinic,https://www.mayoclinic.org/diseases-conditions/alcoholic-hepatitis/symptoms-causes/syc-20351388/,1,0.05
DIS_0029,SX_7ed7266d85,mayoclinic,https://www.mayoclinic.org/diseases-conditions/alcoholic-hepatitis/symptoms-causes/syc-20351388/,1,0.15
DIS_0029,SX_6c1562051d,mayoclinic,https://www.mayoclinic.org/diseases-conditions/alcoholic-hepatitis/symptoms-causes/syc-20351388/,1,0.15
DIS_0029,SX_c4cec8b546,mayoclinic,https://www.mayoclinic.org/diseases-conditions/alcoholic-hepatitis/symptoms-causes/syc-20351388/,1,0.15
DIS_0029,SX_6f845fd164,mayoclinic,https://www.mayoclinic.org/diseases-conditions/alcoholic-hepatitis/symptoms-causes/syc-20351388/,1,0.15
DIS_0029,SX_0171fbf1a4,mayoclinic,https://www.mayoclinic.org/diseases-conditions/alcoholic-hepatitis/symptoms-causes/syc-20351388/,1,0.4
DIS_0029,SX_eb6dd33c05,mayoclinic,https://www.mayoclinic.org/diseases-conditions/alcoholic-hepatitis/symptoms-causes/syc-20351388/,1,0.4
DIS_0029,SX_87a429872c,mayoclinic,https://www.mayoclinic.org/diseases-conditions/alcoholic-hepatitis/symptoms-causes/syc-20351388/,1,0.4
DIS_0029,SX_081538f986,mayoclinic,https://www.mayoclinic.org/diseases-conditions/alcoholic-hepatitis/symptoms-causes/syc-20351388/,1,0.4
DIS_0029,SX_bfa5844d82,mayoclinic,https://www.mayoclinic.org/diseases-conditions/alcoholic-hepatitis/symptoms-causes/syc-20351388/,1,0.4
DIS_0029,SX_1a56d69d15,mayoclinic,https://www.mayoclinic.org/diseases-conditions/alcoholic-hepatitis/symptoms-causes/syc-20351388/,1,0.7
DIS_0030,SX_e13d519f1d,mayoclinic,https://www.mayoclinic.org/diseases-conditions/allergies/symptoms-causes/syc-20351497/,1,0.05
DIS_0030,SX_9937d7e385,mayoclinic,https://www.mayoclinic.org/diseases-conditions/allergies/symptoms-causes/syc-20351497/,1,0.05
DIS_0030,SX_3c47e65837,mayoclinic,https://www.mayoclinic.org/diseases-conditions/allergies/symptoms-causes/syc-20351497/,1,0.7
DIS_0030,SX_6c1562051d,mayoclinic,https://www.mayoclinic.org/diseases-conditions/allergies/symptoms-causes/syc-20351497/,1,0.7
DIS_0030,SX_929cc9378c,mayoclinic,https://www.mayoclinic.org/diseases-conditions/allergies/symptoms-causes/syc-20351497/,1,0.7
DIS_0030,SX_99fb9059df,mayoclinic,https://www.mayoclinic.org/diseases-conditions/allergies/symptoms-causes/syc-20351497/,1,0.7
DIS_0030,SX_57a4461edd,mayoclinic,https://www.mayoclinic.org/diseases-conditions/allergies/symptoms-causes/syc-20351497/,1,0.05
DIS_0030,SX_f6febe76c8,mayoclinic,https://www.mayoclinic.org/diseases-conditions/allergies/symptoms-causes/syc-20351497/,1,0.05
DIS_0030,SX_5b792cc443,mayoclinic,https://www.mayoclinic.org/diseases-conditions/allergies/symptoms-causes/syc-20351497/,1,0.05
DIS_0030,SX_6f845fd164,mayoclinic,https://www.mayoclinic.org/diseases-conditions/allergies/symptoms-causes/syc-20351497/,1,0.15
DIS_0030,SX_1a79ab51a7,mayoclinic,https://www.mayoclinic.org/diseases-conditions/allergies/symptoms-causes/syc-20351497/,1,0.15
DIS_0030,SX_2c6ac00bec,mayoclinic,https://www.mayoclinic.org/diseases-conditions/allergies/symptoms-causes/syc-20351497/,1,0.15
DIS_0030,SX_f7525d370f,mayoclinic,https://www.mayoclinic.org/diseases-conditions/allergies/symptoms-causes/syc-20351497/,1,0.15
DIS_0030,SX_5b8efad1d3,mayoclinic,https://www.mayoclinic.org/diseases-conditions/allergies/symptoms-causes/syc-20351497/,1,0.15
DIS_0030,SX_29117dc0a0,mayoclinic,https://www.mayoclinic.org/diseases-conditions/allergies/symptoms-causes/syc-20351497/,1,0.15
DIS_0030,SX_7ed7266d85,mayoclinic,https://www.mayoclinic.org/diseases-conditions/allergies/symptoms-causes/syc-20351497/,1,0.15
DIS_0030,SX_2a444b3108,mayoclinic,https://www.mayoclinic.org/diseases-conditions/allergies/symptoms-causes/syc-20351497/,1,0.15
DIS_0030,SX_87a429872c,mayoclinic,https://www.mayoclinic.org/diseases-conditions/allergies/symptoms-causes/syc-20351497/,1,0.4
DIS_0030,SX_1213c62fce,mayoclinic,https://www.mayoclinic.org/diseases-conditions/allergies/symptoms-causes/syc-20351497/,1,0.4
DIS_0030,SX_02802ea3af,mayoclinic,https://www.mayoclinic.org/diseases-conditions/allergies/symptoms-causes/syc-20351497/,1,0.4
DIS_0030,SX_725d713049,mayoclinic,https://www.mayoclinic.org/diseases-conditions/allergies/symptoms-causes/syc-20351497/,1,0.4
DIS_0030,SX_699b89cef0,mayoclinic,https://www.mayoclinic.org/diseases-conditions/allergies/symptoms-causes/syc-20351497/,1,0.4
DIS_0030,SX_c6047381e1,mayoclinic,https://www.mayoclinic.org/diseases-conditions/allergies/symptoms-causes/syc-20351497/,1,0.4
DIS_0030,SX_a205eb01a6,mayoclinic,https://www.mayoclinic.org/diseases-conditions/allergies/symptoms-causes/syc-20351497/,1,0.4
DIS_0032,SX_5b8efad1d3,mayoclinic,https://www.mayoclinic.org/diseases-conditions/alpha-gal-syndrome/symptoms-causes/syc-20428608/,1,0.05
DIS_0032,SX_57a4461edd,mayoclinic,https://www.mayoclinic.org/diseases-conditions/alpha-gal-syndrome/symptoms-causes/syc-20428608/,1,0.05
DIS_0032,SX_02802ea3af,mayoclinic,https://www.mayoclinic.org/diseases-conditions/alpha-gal-syndrome/symptoms-causes/syc-20428608/,1,0.15
DIS_0032,SX_725d713049,mayoclinic,https://www.mayoclinic.org/diseases-conditions/alpha-gal-syndrome/symptoms-causes/syc-20428608/,1,0.15
DIS_0032,SX_29117dc0a0,mayoclinic,https://www.mayoclinic.org/diseases-conditions/alpha-gal-syndrome/symptoms-causes/syc-20428608/,1,0.15
DIS_0032,SX_072ff6bd71,mayoclinic,https://www.mayoclinic.org/diseases-conditions/alpha-gal-syndrome/symptoms-causes/syc-20428608/,1,0.4
DIS_0032,SX_87a429872c,mayoclinic,https://www.mayoclinic.org/diseases-conditions/alpha-gal-syndrome/symptoms-causes/syc-20428608/,1,0.4
DIS_0032,SX_cbfa2b2f74,mayoclinic,https://www.mayoclinic.org/diseases-conditions/alpha-gal-syndrome/symptoms-causes/syc-20428608/,1,0.4
DIS_0032,SX_7ed7266d85,mayoclinic,https://www.mayoclinic.org/diseases-conditions/alpha-gal-syndrome/symptoms-causes/syc-20428608/,1,0.7
DIS_0754,SX_b94d20940f,mayoclinic,https://www.mayoclinic.org/diseases-conditions/alzheimers-disease/symptoms-causes/syc-20350447/,1,0.4
DIS_0928,SX_87a429872c,mayoclinic,https://www.mayoclinic.org/diseases-conditions/ameloblastoma/symptoms-causes/syc-20351278/,1,0.4
DIS_0034,SX_3efd5163c5,mayoclinic,https://www.mayoclinic.org/diseases-conditions/amenorrhea/symptoms-causes/syc-20369299/,1,0.7
DIS_0034,SX_3b339bd3e9,mayoclinic,https://www.mayoclinic.org/diseases-conditions/amenorrhea/symptoms-causes/syc-20369299/,1,0.05
DIS_0034,SX_380f43098d,mayoclinic,https://www.mayoclinic.org/diseases-conditions/amenorrhea/symptoms-causes/syc-20369299/,1,0.15
